cat_periodo,codigo_unico,MRUN,GEN_ALU,FEC_NAC_ALU,EDAD_ALU,rango_edad,AÑO_ING_PRI_AÑO,SEM_ING_PRI_AÑO,AÑO_ING_CARR,SEM_ING_CARR,nomb_titulo_obtenido,nomb_grado_obtenido,FECHA_OBTENCION_TITULO,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,cod_sede,nomb_sede,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,version,tipo_plan_carr,AREA_CINEUNESCO,oecd_area,oecd_subarea,AREA_CARRERA_GENERICA_N
TIT_2020,I20S2C66J1V1,11780030,2,199812,21,20 A 24 AÑOS,2017,1,2017,1,PROFESOR DE INGLES PARA ENSEÑANZA BASICA Y MEDIA,LICENCIADO EN EDUCACION,20210204,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,20,UNIVERSIDAD ANDRES BELLO,2,SEDE CASONA DE LAS CONDES,66,PEDAGOGIA EN INGLES,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,8,0,8,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,EDUCACIÓN,EDUCACIÓN,FORMACIÓN DE PERSONAL DOCENTE,PEDAGOGÍA EN IDIOMAS
TIT_2019,I86S5C259J1V1,1977756,2,199711,21,20 A 24 AÑOS,2016,1,2016,1,,LICENCIADO EN LETRAS CON MENCION EN LINGUISTICA Y LITERATURA INGLESAS,20200102,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,259,LICENCIATURA EN LETRAS MENCION LINGÜISTICA Y LITERATURA INGLESA,PREGRADO,LICENCIATURA NO CONDUCENTE A TÍTULO,CARRERAS PROFESIONALES,8,0,8,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,HUMANIDADES,HUMANIDADES Y ARTES,HUMANIDADES,LICENCIATURA EN LETRAS Y LITERATURA
TIT_2020,I10S4C23J1V1,14716789,2,199803,22,20 A 24 AÑOS,2016,1,2016,1,ENFERMERA,LICENCIADA EN ENFERMERIA,20201222,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,23,ENFERMERIA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN REGULAR,SALUD,SALUD Y SERVICIOS SOCIALES,MEDICINA,ENFERMERÍA
TIT_2020,I77S1C223J2V1,4167638,1,199610,23,20 A 24 AÑOS,2018,1,2018,1,TECNICO DE NIVEL SUPERIOR EN MANTENIMIENTO INDUSTRIAL,,20200430,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,77,UNIVERSIDAD DE MAGALLANES,1,CASA CENTRAL (PUNTA ARENAS),223,TECNICO DE NIVEL SUPERIOR EN MANTENIMIENTO INDUSTRIAL MENCION HIDRAULICA NEUMATICA - MENCION ELECTRO MECANICA,PREGRADO,TÉCNICO DE NIVEL SUPERIOR,CARRERAS TÉCNICAS,4,0,4,MAGALLANES,MAGALLANES,PUNTA ARENAS,VESPERTINO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,TÉCNICO EN MANTENIMIENTO INDUSTRIAL
TIT_2020,I87S1C121J1V1,4268551,1,199611,23,20 A 24 AÑOS,2015,1,2015,1,PERIODISTA,LICENCIADO EN COMUNICACION SOCIAL,20200415,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,87,UNIVERSIDAD DE CONCEPCION,1,CASA CENTRAL,121,PERIODISMO,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,BIOBÍO,CONCEPCION,CONCEPCION,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",PERIODISMO E INFORMACIÓN,PERIODISMO
TIT_2020,I86S5C57J1V1,8179072,1,199701,23,20 A 24 AÑOS,2015,1,2015,1,INGENIERO COMERCIAL CON MENCION EN ECONOMIA,LICENCIADOS EN CIENCIAS ECONOMICAS Y DE LA ADMINISTRACION,20200731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,57,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2020,I86S5C988J1V1,8179072,1,199701,23,20 A 24 AÑOS,2019,2,2019,2,,MAGISTER EN ECONOMIA APLICADA MENCION EN ECONOMIA FINANCIERA,20200731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,988,MAGISTER EN ECONOMIA APLICADA M/ECONOMIA FINANCIERA,POSTGRADO,MAGISTER,MAGISTER,4,0,4,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,MAGISTER EN CIENCIAS SOCIALES
TIT_2019,I70S1C1J1V1,18197002,1,199608,22,20 A 24 AÑOS,2015,1,2015,1,ADMINISTRADOR PUBLICO,LICENCIADO EN CIENCIAS POLITICAS Y GUBERNAMENTALES CON MENCION EN GESTION PUBLICA,20200117,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),1,ADMINISTRACION PUBLICA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,ADMINISTRACIÓN PÚBLICA
TIT_2019,I430S36C134J1V1,19943750,1,199608,22,20 A 24 AÑOS,2017,1,2017,1,TECNICO DE NIVEL SUPERIOR MECANICO AUTOMOTRIZ EN SISTEMAS ELECTRONICOS,,20190319,CENTROS DE FORMACIÓN TÉCNICA,CENTROS DE FORMACIÓN TÉCNICA,CENTROS DE FORMACIÓN TÉCNICA,430,CFT INACAP,36,SEDE SANTIAGO SUR (MACUL),134,MECANICA AUTOMOTRIZ EN SISTEMAS ELECTRONICOS,PREGRADO,TÉCNICO DE NIVEL SUPERIOR,CARRERAS TÉCNICAS,4,0,4,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,TÉCNICO EN MECÁNICA AUTOMOTRIZ
TIT_2020,I89S1C84J1V1,23147800,2,199608,23,20 A 24 AÑOS,2015,1,2015,1,PSICOLOGO,LICENCIADO EN PSICOLOGIA,20200408,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,84,PSICOLOGIA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,VALPARAÍSO,VALPARAISO,VALPARAISO,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,PSICOLOGÍA
TIT_2020,I45S2C4J1V1,24303797,2,199703,23,20 A 24 AÑOS,2015,1,2015,1,OTORGADO POR CORTE SUPREMA,LICENCIADA EN CIENCIAS JURIDICAS,20210109,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),4,DERECHO,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,2,12,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,DERECHO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",DERECHO,DERECHO
TIT_2019,I676S2C0J2V1,3203935,2,199506,24,20 A 24 AÑOS,2014,1,2014,2,ADMINISTRADOR EN ARTES CULINARIAS Y SERVICIOS,,20191213,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,676,IP INSTITUTO INTERNACIONAL DE ARTES CULINARIAS Y SERVICIOS,2,SEDE VIÑA DEL MAR,0,ADMINISTRACION DE ARTES CULINARIAS Y SERVICIOS,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,VESPERTINO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,SERVICIOS,SERVICIOS PERSONALES,ADMINISTRACIÓN GASTRONÓMICA
TIT_2019,I23S1C42J1V1,3623629,2,199510,23,20 A 24 AÑOS,2014,1,2014,1,PSICOLOGA,LICENCIADA EN PSICOLOGIA,20190712,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,1,CASA CENTRAL (VIÑA DEL MAR),42,PSICOLOGIA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,PSICOLOGÍA
TIT_2019,I23S2C73J1V1,3623629,2,199510,23,20 A 24 AÑOS,2018,1,2018,1,,MAGISTER EN PSICOLOGIA DE LAS ORGANIZACIONES,20190712,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,73,MAGISTER EN PSICOLOGIA DE LAS ORGANIZACIONES,POSTGRADO,MAGISTER,MAGISTER,2,1,3,METROPOLITANA,SANTIAGO,PEÑALOLEN,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,MAGISTER EN CIENCIAS SOCIALES
TIT_2019,I23S2C1J1V1,4538869,1,199511,23,20 A 24 AÑOS,2014,1,2014,1,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS ECONOMICAS,20190510,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,1,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,PEÑALOLEN,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2019,I23S2C50J1V1,4538869,1,199511,23,20 A 24 AÑOS,2018,1,2018,1,,MAGISTER EN MARKETING,20190422,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,50,MAGISTER EN MARKETING,POSTGRADO,MAGISTER,MAGISTER,2,0,2,METROPOLITANA,SANTIAGO,PEÑALOLEN,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,MAGISTER EN ADMINISTRACIÓN Y COMERCIO
