cat_periodo,codigo_unico,MRUN,GEN_ALU,FEC_NAC_ALU,EDAD_ALU,rango_edad,AÑO_ING_PRI_AÑO,SEM_ING_PRI_AÑO,AÑO_ING_CARR,SEM_ING_CARR,nomb_titulo_obtenido,nomb_grado_obtenido,FECHA_OBTENCION_TITULO,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,cod_sede,nomb_sede,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,version,tipo_plan_carr,AREA_CINEUNESCO,oecd_area,oecd_subarea,AREA_CARRERA_GENERICA_N
TIT_2019,I260S12C283J1V1,17521997,2,199812,20,20 A 24 AÑOS,2017,1,2017,1,TECNICO DE NIVEL SUPERIOR EN HOTELERIA Y TURISMO,,20200210,CENTROS DE FORMACIÓN TÉCNICA,CENTROS DE FORMACIÓN TÉCNICA,CENTROS DE FORMACIÓN TÉCNICA,260,CFT SANTO TOMAS,12,SEDE VALDIVIA,283,TECNICO EN HOTELERIA Y TURISMO,PREGRADO,TÉCNICO DE NIVEL SUPERIOR,CARRERAS TÉCNICAS,5,0,5,LOS RÍOS,VALDIVIA,VALDIVIA,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,SERVICIOS,SERVICIOS PERSONALES,TÉCNICO EN TURISMO Y HOTELERÍA
TIT_2019,I143S20C469J1V1,23401378,2,199810,20,20 A 24 AÑOS,2018,1,2018,1,TECNICO ASISTENTE EN EDUCACION ESPECIAL,,20190709,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,20,SEDE TEMUCO,469,TECNICO ASISTENTE EN EDUCACION ESPECIAL,PREGRADO,TÉCNICO DE NIVEL SUPERIOR,CARRERAS TÉCNICAS,5,1,5,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN REGULAR,EDUCACIÓN,EDUCACIÓN,FORMACIÓN DE PERSONAL DOCENTE,TÉCNICO ASISTENTE DEL EDUCADOR DIFERENCIAL
TIT_2020,I94S1C215J1V1,24267913,1,199810,21,20 A 24 AÑOS,2018,1,2018,1,TECNICO UNIVERSITARIO EN PREPARACION FISICA,,20210121,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,94,UNIVERSIDAD CATOLICA DE TEMUCO,1,CASA CENTRAL (TEMUCO),215,TECNICO UNIVERSITARIO EN PREPARACION FISICA,PREGRADO,TÉCNICO DE NIVEL SUPERIOR,CARRERAS TÉCNICAS,4,0,4,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN REGULAR,EDUCACIÓN,SERVICIOS,SERVICIOS PERSONALES,"TÉCNICO EN DEPORTE, RECREACIÓN Y PREPARACIÓN FÍSICA"
TIT_2019,I116S17C22J1V1,3350399,1,199710,21,20 A 24 AÑOS,2017,1,2017,1,TECNICO DE NIVEL SUPERIOR EN SONIDO,,20190819,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,116,IP SANTO TOMAS,17,SEDE TEMUCO,22,TECNICO EN SONIDO,PREGRADO,TÉCNICO DE NIVEL SUPERIOR,CARRERAS TÉCNICAS,5,0,5,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,TÉCNICO EN SONIDO
TIT_2019,I94S1C316J1V1,10807960,1,199709,21,20 A 24 AÑOS,2018,2,2018,2,DIPLOMADO DE LIDERAZGO Y DERECHOS ESTUDIANTILES,NO APLICA,20190802,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,94,UNIVERSIDAD CATOLICA DE TEMUCO,1,CASA CENTRAL (TEMUCO),316,DIPLOMADO DE LIDERAZGO Y DERECHOS ESTUDIANTILES,POSTÍTULO,DIPLOMADO (SUPERIOR A UN SEMESTRE),POSTÍTULO,1,0,1,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN ESPECIAL,EDUCACIÓN,EDUCACIÓN,FORMACIÓN DE PERSONAL DOCENTE,POSTÍTULO EN EDUCACIÓN
TIT_2020,I100S32C2J1V1,3761644,2,199803,22,20 A 24 AÑOS,2016,1,2016,1,DISEÑADOR GRAFICO PROFESIONAL,,20200917,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,100,IP INACAP,32,SEDE TEMUCO,2,DISEÑO GRAFICO PROFESIONAL,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,0,8,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN REGULAR,ARTE Y ARQUITECTURA,HUMANIDADES Y ARTES,ARTES,DISEÑO GRÁFICO
TIT_2020,I143S20C26J1V1,9630809,2,199802,22,20 A 24 AÑOS,2018,1,2018,1,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION,,20200512,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,143,IP AIEP,20,SEDE TEMUCO,26,TECNICO EN CONSTRUCCION,PREGRADO,TÉCNICO DE NIVEL SUPERIOR,CARRERAS TÉCNICAS,5,1,5,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",ARQUITECTURA Y CONSTRUCCIÓN,TÉCNICO EN CONSTRUCCIÓN Y OBRAS CIVILES
TIT_2020,I260S11C295J1V1,15642920,2,199707,22,20 A 24 AÑOS,2018,1,2018,1,TECNICO DE NIVEL SUPERIOR EN FARMACIA,,20200721,CENTROS DE FORMACIÓN TÉCNICA,CENTROS DE FORMACIÓN TÉCNICA,CENTROS DE FORMACIÓN TÉCNICA,260,CFT SANTO TOMAS,11,SEDE TEMUCO,295,TECNICO EN FARMACIA,PREGRADO,TÉCNICO DE NIVEL SUPERIOR,CARRERAS TÉCNICAS,5,0,5,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN REGULAR,SALUD,SALUD Y SERVICIOS SOCIALES,MEDICINA,TÉCNICO EN FARMACIA
TIT_2020,I76S1C278J1V1,17042046,2,199706,23,20 A 24 AÑOS,2016,1,2016,1,PROFESOR DE ESTADO EN INGLES,LICENCIADO EN EDUCACION,20201221,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),278,PEDAGOGIA EN INGLES,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN REGULAR,EDUCACIÓN,EDUCACIÓN,FORMACIÓN DE PERSONAL DOCENTE,PEDAGOGÍA EN IDIOMAS
TIT_2020,I94S1C46J1V1,1603270,2,199711,22,20 A 24 AÑOS,2016,1,2016,1,PROFESORA DE EDUCACION DIFERENCIAL CON ESPECIALIDAD EN NECESIDADES EDUCATIVAS ESPECIALES TRANSITORIAS Y DEFICIENCIA MENTAL,LICENCIADA EN EDUCACION,20210110,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,94,UNIVERSIDAD CATOLICA DE TEMUCO,1,CASA CENTRAL (TEMUCO),46,PEDAGOGIA EN EDUCACION DIFERENCIAL CON ESPECIALIDAD EN N.E.E.T. Y DEFICIENCIA MENTAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,LA ARAUCANÍA,CAUTIN,TEMUCO,DIURNO,PRESENCIAL,1,PLAN REGULAR,EDUCACIÓN,EDUCACIÓN,FORMACIÓN DE PERSONAL DOCENTE,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL
